sell_date,store,product_description,opening_stock,received_stock,total_stock,number_of_sales,closing_stock,rrp,total_sales_value,staff
2025-12-16,NAKURU WESTSIDE,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-16,NAKURU WESTSIDE,150L CHEST FREEZER,1,0,1,0,1,30995,0,Lucy Wangui
2025-12-16,NAKURU WESTSIDE,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-17,NAKURU DOWNTOWN,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-17,NAKURU DOWNTOWN,"32"" SMART TV",4,0,4,0,4,9999,0,Lucy Wangui
2025-12-17,NAKURU DOWNTOWN,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-17,NAKURU DOWNTOWN,150L CHEST FREEZER,1,0,1,1,0,30995,30995,Lucy Wangui
2025-12-17,NAKURU DOWNTOWN,2TAP DISPENSER,1,0,1,0,1,8995,0,Lucy Wangui
2025-12-18,NAKURU MIDTOWN,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-18,NAKURU MIDTOWN,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-18,NAKURU MIDTOWN,"32"" SMART TV",21,0,21,4,17,9999,39996,Lucy Wangui
2025-12-18,NAKURU MIDTOWN,2TAP DISPENSER,1,0,1,0,1,8995,0,Lucy Wangui
2025-12-18,NAKURU MIDTOWN,20L MICROWAVE,1,0,1,0,1,9195,0,Lucy Wangui
2025-12-18,NAKURU MIDTOWN,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-18,NAKURU MIDTOWN,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-19,NAKURU DOWNTOWN,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-19,NAKURU DOWNTOWN,"32"" SMART TV",4,0,4,0,4,9999,0,Lucy Wangui
2025-12-19,NAKURU DOWNTOWN,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-19,NAKURU DOWNTOWN,2TAP DISPENSER,1,0,1,0,1,8995,0,Lucy Wangui
2025-12-20,NAKURU DOWNTOWN,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-20,NAKURU DOWNTOWN,"32"" SMART TV",4,3,7,2,5,9999,19998,Lucy Wangui
2025-12-20,NAKURU DOWNTOWN,SOUNDBAR VP2112SB,0,1,1,0,1,11995,0,Lucy Wangui
2025-12-20,NAKURU DOWNTOWN,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-20,NAKURU DOWNTOWN,SOUNDBAR VP2121SB,0,1,1,0,1,17995,0,Lucy Wangui
2025-12-20,NAKURU DOWNTOWN,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-20,NAKURU MIDTOWN,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-20,NAKURU MIDTOWN,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-20,NAKURU MIDTOWN,"32"" SMART TV",17,0,17,2,15,9999,19998,Lucy Wangui
2025-12-20,NAKURU MIDTOWN,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-20,NAKURU MIDTOWN,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-20,NAKURU MIDTOWN,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-20,NAKURU MIDTOWN,20L MICROWAVE,1,0,1,0,1,9195,0,Lucy Wangui
2025-12-20,NAIVASHA KUBWA,"55"" SMART TV",1,0,1,0,1,39995,0,Lucy Wangui
2025-12-20,NAIVASHA KUBWA,"43"" SMART TV",1,0,1,0,1,26995,0,Lucy Wangui
2025-12-20,NAIVASHA KUBWA,"32"" SMART TV",0,10,10,2,8,9999,19998,Lucy Wangui
2025-12-20,NAIVASHA KUBWA,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-20,NAIVASHA KUBWA,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-20,NAIVASHA KUBWA,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-20,NAIVASHA KUBWA,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,"75"" SMART TV",1,0,1,0,1,94995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,"55"" SMART TV",1,0,1,0,1,39995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,"43"" FHD ADROID TV",1,0,1,0,1,23995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,"32"" SMART TV",1,0,1,1,0,9999,9999,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,SOUNDBAR VP2111SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,SOUNDBAR VP2112SB,0,1,1,0,1,11995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,SOUNDBAR VP2121SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,BEATBOX VP6BB/2,1,0,1,0,1,17895,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-21,NAKURU SUPERCENTRE,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-21,NAIVASHA KUBWA,"55"" SMART TV",1,0,1,1,0,39995,39995,Lucy Wangui
2025-12-21,NAIVASHA KUBWA,"43"" SMART TV",1,0,1,0,1,26995,0,Lucy Wangui
2025-12-21,NAIVASHA KUBWA,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-21,NAIVASHA KUBWA,"32"" SMART TV",8,0,8,0,8,9999,0,Lucy Wangui
2025-12-21,NAIVASHA KUBWA,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-21,NAIVASHA KUBWA,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-21,NAIVASHA KUBWA,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-21,NAKURU MIDTOWN,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-21,NAKURU MIDTOWN,"32"" SMART TV",15,0,15,4,11,9999,39996,Lucy Wangui
2025-12-21,NAKURU MIDTOWN,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-21,NAKURU MIDTOWN,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-21,NAKURU MIDTOWN,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-21,NAKURU MIDTOWN,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-21,NAKURU MIDTOWN,20L MICROWAVE,1,0,1,0,1,9195,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,"75"" SMART TV",1,0,1,0,1,94995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,"65"" SMART TV",1,0,1,0,1,64995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,"55"" SMART TV",1,0,1,0,1,39995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,"43"" FHD ADROID TV",1,0,1,0,1,23995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,"32"" SMART TV",5,0,5,1,4,9999,9999,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,"32"" DIG TV",2,0,2,0,2,19995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,BEATBOX VP6BB/2,1,0,1,0,1,17895,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,20L MICROWAVE,3,0,3,0,3,9195,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,150L CHEST FREEZER,1,0,1,0,1,30995,0,Lucy Wangui
2025-12-21,NAKURU WESTSIDE,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,"75"" SMART TV",1,0,1,0,1,94995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,"65"" SMART TV",1,0,1,0,1,64995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,"55"" SMART TV",1,0,1,0,1,39995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,"43"" FHD ADROID TV",1,0,1,0,1,23995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,"32"" SMART TV",4,0,4,2,2,9999,19998,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,"32"" DIG TV",2,0,2,0,2,19995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,BEATBOX VP6BB/2,1,0,1,0,1,17895,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,150L CHEST FREEZER,1,0,1,0,1,30995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,20L MICROWAVE,3,0,3,0,3,9195,0,Lucy Wangui
2025-12-22,NAKURU WESTSIDE,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-22,NAIVASHA KUBWA,"43"" SMART TV",1,0,1,0,1,26995,0,Lucy Wangui
2025-12-22,NAIVASHA KUBWA,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-22,NAIVASHA KUBWA,"32"" SMART TV",8,0,8,1,7,9999,9999,Lucy Wangui
2025-12-22,NAIVASHA KUBWA,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-22,NAIVASHA KUBWA,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-22,NAIVASHA KUBWA,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-22,NAKURU MIDTOWN,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-22,NAKURU MIDTOWN,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-22,NAKURU MIDTOWN,"32"" SMART TV",11,0,11,5,6,9999,49995,Lucy Wangui
2025-12-22,NAKURU MIDTOWN,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-22,NAKURU MIDTOWN,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-22,NAKURU MIDTOWN,20L MICROWAVE,1,0,1,0,1,9195,0,Lucy Wangui
2025-12-22,NAKURU MIDTOWN,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-23,NAIVASHA KUBWA,"43"" SMART TV",1,0,1,0,1,26995,0,Lucy Wangui
2025-12-23,NAIVASHA KUBWA,"32"" DIG TV",1,0,1,0,1,19999,0,Lucy Wangui
2025-12-23,NAIVASHA KUBWA,"32"" SMART TV",7,0,7,1,6,9999,9999,Lucy Wangui
2025-12-23,NAIVASHA KUBWA,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-23,NAIVASHA KUBWA,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-23,NAIVASHA KUBWA,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-23,NAKURU DOWNTOWN,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-23,NAKURU DOWNTOWN,"32"" SMART TV",5,0,5,2,3,9999,19998,Lucy Wangui
2025-12-23,NAKURU DOWNTOWN,SOUNDBAR VP2111SB,0,1,1,0,1,9995,0,Lucy Wangui
2025-12-23,NAKURU DOWNTOWN,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-23,NAKURU DOWNTOWN,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-23,NAKURU DOWNTOWN,SOUNDBAR VP2121SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-23,NAKURU DOWNTOWN,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,"75"" SMART TV",1,0,1,0,1,94995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,"65"" SMART TV",1,0,1,0,1,64995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,"55"" SMART TV",1,0,1,0,1,39995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,"43"" FHD ADROID TV",1,0,1,0,1,23995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,"32"" SMART TV",2,0,2,2,0,9999,19998,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,"32"" DIG TV",2,0,2,0,2,19995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,BEATBOX VP6BB/2,1,0,1,0,1,17895,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,20L MICROWAVE,3,0,3,0,3,9195,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,150L CHEST FREEZER,1,0,1,0,1,30995,0,Lucy Wangui
2025-12-23,NAKURU WESTSIDE,40X50 COOKER,1,0,1,1,0,16995,16995,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,"75"" SMART TV",1,0,1,0,1,94995,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,"55"" SMART TV",1,0,1,0,1,39995,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,"43"" FHD ADROID TV",1,0,1,0,1,23995,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,"32"" SMART TV",0,3,3,2,1,9999,19998,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,"32"" DIG TV",1,0,1,0,1,19999,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,SOUNDBAR VP2111SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,SOUNDBAR VP2121SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,BEATBOX VP6BB/2,1,0,1,0,1,17895,0,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,2TAP DISPENSER,1,0,1,1,0,8495,8495,Lucy Wangui
2025-12-24,NAKURU SUPERCENTRE,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-24,NAKURU MIDTOWN,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-24,NAKURU MIDTOWN,"43"" SMART TV",0,2,2,0,2,26995,0,Lucy Wangui
2025-12-24,NAKURU MIDTOWN,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-24,NAKURU MIDTOWN,"32"" SMART TV",6,0,6,3,3,9999,29997,Lucy Wangui
2025-12-24,NAKURU MIDTOWN,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-24,NAKURU MIDTOWN,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-24,NAKURU MIDTOWN,20L MICROWAVE,1,0,1,0,1,9195,0,Lucy Wangui
2025-12-24,NAKURU MIDTOWN,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-24,NAIVASHA KUBWA,"43"" SMART TV",1,0,1,0,1,26995,0,Lucy Wangui
2025-12-24,NAIVASHA KUBWA,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-24,NAIVASHA KUBWA,"32"" SMART TV",6,0,6,1,5,9999,9999,Lucy Wangui
2025-12-24,NAIVASHA KUBWA,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-24,NAIVASHA KUBWA,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-24,NAIVASHA KUBWA,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-25,NAKURU DOWNTOWN,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-25,NAKURU DOWNTOWN,"32"" SMART TV",3,0,3,3,0,9999,29997,Lucy Wangui
2025-12-25,NAKURU DOWNTOWN,SOUNDBAR VP2111SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-25,NAKURU DOWNTOWN,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-25,NAKURU DOWNTOWN,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-25,NAKURU DOWNTOWN,SOUNDBAR VP2121SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-25,NAKURU DOWNTOWN,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-26,NAIVASHA KUBWA,"43"" SMART TV",1,0,1,0,1,26995,0,Lucy Wangui
2025-12-26,NAIVASHA KUBWA,"32"" SMART TV",5,0,5,1,4,9999,9999,Lucy Wangui
2025-12-26,NAIVASHA KUBWA,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-26,NAIVASHA KUBWA,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-26,NAIVASHA KUBWA,SOUNDBAR VP2120SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-26,NAIVASHA KUBWA,40X50 COOKER,1,0,1,0,1,16995,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,"75"" SMART TV",1,0,1,0,1,94995,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,"55"" SMART TV",1,0,1,1,0,39995,39995,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,"43"" FHD ADROID TV",1,0,1,0,1,23995,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,"32"" SMART TV",1,0,1,0,1,9999,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,"32"" DIG TV",1,0,1,0,1,19999,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,SOUNDBAR VP2111SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,SOUNDBAR VP2121SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,BEATBOX VP6BB/2,1,0,1,0,1,17895,0,Lucy Wangui
2025-12-28,NAKURU SUPERCENTRE,40X50 COOKER,1,0,1,1,0,16995,16995,Lucy Wangui
2025-12-29,NAKURU MIDTOWN,"50"" SMART TV",1,0,1,0,1,35995,0,Lucy Wangui
2025-12-29,NAKURU MIDTOWN,"43"" SMART TV",2,0,2,1,1,26995,26995,Lucy Wangui
2025-12-29,NAKURU MIDTOWN,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-29,NAKURU MIDTOWN,SOUNDBAR VP2110SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-29,NAKURU MIDTOWN,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-29,NAKURU MIDTOWN,20L MICROWAVE,1,0,1,0,1,9195,0,Lucy Wangui
2025-12-29,NAKURU MIDTOWN,2TAP DISPENSER,1,0,1,0,1,8495,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,"75"" SMART TV",1,0,1,0,1,94995,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,"43"" SMART TV",2,0,2,0,2,26995,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,"43"" FHD ADROID TV",1,0,1,0,1,23995,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,"32"" SMART TV",1,0,1,0,1,9999,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,"32"" DIG TV",1,0,1,0,1,19995,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,SOUNDBAR VP2111SB,1,0,1,0,1,9995,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,SOUNDBAR VP2112SB,1,0,1,0,1,11995,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,SOUNDBAR VP2121SB,1,0,1,0,1,17995,0,Lucy Wangui
2025-12-31,NAKURU SUPERCENTRE,BEATBOX VP6BB/2,1,0,1,0,1,17895,0,Lucy Wangui
